Production date,Plant,Work center,Material,Material Description,Production in PHCs,,
4/26/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"7,644",,
4/26/2025,3002,PRD-05,294-300,SPRITE PET1L 1X6,"60,497",,
4/26/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"105,248",,
4/26/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"43,615",,
4/26/2025,3002,PRD-06,110-557,CC PET 2L 1X6,"38,272",,
4/26/2025,3002,PRD-07,309-700,SPRITE LEMON PET 350ML 1X12,"32,614",,
4/26/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"39,702",,
4/26/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"6,087",,
4/26/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,416,,
4/26/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"57,226",,
4/27/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"41,028",,
4/27/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"47,476",,
4/27/2025,3003,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"69,927",,
4/27/2025,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"27,313",,
4/27/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"94,120",,
4/27/2025,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"30,354",,
4/27/2025,3004,PRD-02,290-527,SPR LEMON PET 2L 1X6,"28,496",,
4/27/2025,3006,PRD-03,101-433,CC PET 500ML 1X 12 SAC25PROMO,"6,807",,
4/27/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"14,114",,
4/27/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"97,344",,
4/27/2025,3005,PRD-03,294-300,SPRITE PET1L 1X6,"57,221",,
4/27/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"7,410",,
4/27/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"4,979",,
4/27/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"10,504",,
4/27/2025,3002,PRD-05,294-300,SPRITE PET1L 1X6,"10,045",,
4/27/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"145,002",,
4/27/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"44,759",,
4/27/2025,3002,PRD-06,110-557,CC PET 2L 1X6,"56,472",,
4/27/2025,3002,PRD-07,749-600,ROAR ALPHA BREW PET 500ML 1X12,"13,013",,
4/27/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"35,802",,
4/27/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"3,494",,
4/27/2025,3002,PRD-10,291-730,SPRITE BIB 20 Lt_Import,416,,
4/27/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"16,368",,
4/28/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"32,058",,
4/28/2025,3006,PRD-01,100-130,COCA-COLA RB 250 ML,"7,526",,
4/28/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"38,210",,
4/28/2025,3003,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"68,926",,
4/28/2025,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,99,,
4/28/2025,3003,PRD-01,294-300,SPRITE PET1L 1X6,218,,
4/28/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,130,,
4/28/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"43,329",,
4/28/2025,3004,PRD-02,110-557,CC PET 2L 1X6,73,,
4/28/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"68,952",,
4/28/2025,3011,PRD-02,112-405,CC PET 350ML 1X 12 SAC25PROMO,"43,826",,
4/28/2025,3004,PRD-02,290-527,SPR LEMON PET 2L 1X6,"47,875",,
4/28/2025,3005,PRD-02,298-400,SPRITE  PET 750ML 1X6,549,,
4/28/2025,3006,PRD-03,101-433,CC PET 500ML 1X 12 SAC25PROMO,"12,412",,
4/28/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"5,242",,
4/28/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"64,528",,
4/28/2025,3004,PRD-03,290-130,SPRITE RB250,"1,248",,
4/28/2025,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"22,594",,
4/28/2025,3005,PRD-03,294-300,SPRITE PET1L 1X6,"67,486",,
4/28/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"2,564",,
4/28/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"12,246",,
4/28/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,"33,197",,
4/28/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"121,550",,
4/28/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"41,470",,
4/28/2025,3002,PRD-06,110-557,CC PET 2L 1X6,"30,508",,
4/28/2025,3002,PRD-06,290-527,SPR LEMON PET 2L 1X6,"13,416",,
4/28/2025,3002,PRD-07,309-700,SPRITE LEMON PET 350ML 1X12,121,,
4/28/2025,3002,PRD-07,749-600,ROAR ALPHA BREW PET 500ML 1X12,"6,846",,
4/28/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"19,734",,
4/28/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"10,982",,
4/28/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,260,,
4/28/2025,3002,PRD-10,291-730,SPRITE BIB 20 Lt_Import,138,,
4/29/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"7,488",,
4/29/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"49,078",,
4/29/2025,3003,PRD-01,194-375,FANTA ORANGE PET1LT UPGRADE,"1,310",,
4/29/2025,3005,PRD-01,290-130,SPRITE RB250,"15,912",,
4/29/2025,3006,PRD-01,290-130,SPRITE RB250,"7,822",,
4/29/2025,3011,PRD-01,290-527,SPR LEMON PET 2L 1X6,"41,903",,
4/29/2025,3003,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,387,,
4/29/2025,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"34,034",,
4/29/2025,3011,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"69,042",,
4/29/2025,3003,PRD-01,733-528,CC ZERO SGR PET1.5L 1X6-KN,"32,065",,
4/29/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,111,,
4/29/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"80,652",,
4/29/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"9,672",,
4/29/2025,3011,PRD-02,112-405,CC PET 350ML 1X 12 SAC25PROMO,"2,453",,
4/29/2025,3003,PRD-02,290-130,SPRITE RB250,"12,948",,
4/29/2025,3004,PRD-02,290-527,SPR LEMON PET 2L 1X6,"4,180",,
4/29/2025,3005,PRD-02,290-527,SPR LEMON PET 2L 1X6,"28,704",,
4/29/2025,3004,PRD-02,294-300,SPRITE PET1L 1X6,"70,325",,
4/29/2025,3011,PRD-02,309-700,SPRITE LEMON PET 350ML 1X12,"44,320",,
4/29/2025,3006,PRD-03,101-433,CC PET 500ML 1X 12 SAC25PROMO,"9,524",,
4/29/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"108,545",,
4/29/2025,3004,PRD-03,290-130,SPRITE RB250,"8,424",,
4/29/2025,3006,PRD-03,291-430,SPRITE PET500  1X12,"9,009",,
4/29/2025,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"132,275",,
4/29/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"19,890",,
4/29/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"30,498",,
4/29/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,"32,245",,
4/29/2025,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"5,720",,
4/29/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"123,981",,
4/29/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"40,183",,
4/29/2025,3002,PRD-06,290-527,SPR LEMON PET 2L 1X6,"68,744",,
4/29/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"41,106",,
4/29/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"11,232",,
4/29/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,65,,
4/29/2025,3002,PRD-10,731-631,CC ZERO SGR POM10LT 1X1,381,,
4/30/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,195,,
4/30/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"44,502",,
4/30/2025,3007,PRD-01,131-400,DASANI WATER PET 500ML 1X12,562,,
4/30/2025,3003,PRD-01,194-375,FANTA ORANGE PET1LT UPGRADE,"32,906",,
4/30/2025,3005,PRD-01,290-130,SPRITE RB250,"24,804",,
4/30/2025,3006,PRD-01,290-130,SPRITE RB250,78,,
4/30/2025,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"42,065",,
4/30/2025,3004,PRD-01,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"28,761",,
4/30/2025,3011,PRD-01,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"69,984",,
4/30/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,55,,
4/30/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"56,256",,
4/30/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"4,728",,
4/30/2025,3003,PRD-02,290-130,SPRITE RB250,"14,660",,
4/30/2025,3005,PRD-02,290-527,SPR LEMON PET 2L 1X6,"20,956",,
4/30/2025,3004,PRD-02,294-300,SPRITE PET1L 1X6,"37,405",,
4/30/2025,3004,PRD-02,308-400,SPRITE LEMON MINT PET1L 1X6,"42,004",,
4/30/2025,3011,PRD-02,308-400,SPRITE LEMON MINT PET1L 1X6,"71,110",,
4/30/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"79,314",,
4/30/2025,3004,PRD-03,290-130,SPRITE RB250,"9,929",,
4/30/2025,3006,PRD-03,291-430,SPRITE PET500  1X12,"23,759",,
4/30/2025,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"76,809",,
4/30/2025,3005,PRD-03,294-300,SPRITE PET1L 1X6,493,,
4/30/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"20,339",,
4/30/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"25,818",,
4/30/2025,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"27,495",,
4/30/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"87,308",,
4/30/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"39,628",,
4/30/2025,3002,PRD-06,290-527,SPR LEMON PET 2L 1X6,"37,960",,
4/30/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"19,409",,
4/30/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"6,448",,
4/30/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,382,,
5/2/2025,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"5,148",,
5/2/2025,3004,PRD-01,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"16,588",,
5/2/2025,3011,PRD-02,101-433,CC PET 500ML 1X 12 SAC25PROMO,"30,711",,
5/2/2025,3004,PRD-02,104-322,CC PET 1L 1X 6 SAC25 PROMO,"29,921",,
5/2/2025,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,"4,329",,
5/2/2025,3006,PRD-03,104-300,CC PET1L 1X6,"9,173",,
5/2/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"3,713",,
5/2/2025,3004,PRD-03,290-130,SPRITE RB250,"4,836",,
5/2/2025,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"11,583",,
5/2/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"4,212",,
5/2/2025,3005,PRD-04,194-375,FANTA ORANGE PET1LT UPGRADE,"18,564",,
5/2/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"21,164",,
5/2/2025,3007,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"8,954",,
5/2/2025,3002,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,"1,144",,
5/2/2025,3002,PRD-10,191-630,Fanta Orange BIB 10 Lt,156,,
5/3/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"8,190",,
5/3/2025,3011,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"69,762",,
5/3/2025,3004,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"85,085",,
5/3/2025,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"47,905",,
5/3/2025,3004,PRD-01,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"4,273",,
5/3/2025,3005,PRD-01,749-500,ROAR ALPHA BREW RB 250ML 1X24,"5,694",,
5/3/2025,3011,PRD-02,101-433,CC PET 500ML 1X 12 SAC25PROMO,200,,
5/3/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,86,,
5/3/2025,3004,PRD-02,104-322,CC PET 1L 1X 6 SAC25 PROMO,"123,833",,
5/3/2025,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,"70,130",,
5/3/2025,3003,PRD-02,290-130,SPRITE RB250,"7,800",,
5/3/2025,3002,PRD-02,291-430,SPRITE PET500  1X12,"64,064",,
5/3/2025,3006,PRD-03,104-300,CC PET1L 1X6,"9,391",,
5/3/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"99,154",,
5/3/2025,3006,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"27,082",,
5/3/2025,3004,PRD-03,290-130,SPRITE RB250,"7,644",,
5/3/2025,3003,PRD-03,293-530,SPRITE LEMON PET 1.5L /6,"79,598",,
5/3/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"28,002",,
5/3/2025,3005,PRD-04,194-375,FANTA ORANGE PET1LT UPGRADE,"71,417",,
5/3/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"18,954",,
5/3/2025,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"15,587",,
5/3/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"132,704",,
5/3/2025,3007,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"50,450",,
5/3/2025,3002,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,"59,631",,
5/3/2025,3002,PRD-10,191-630,Fanta Orange BIB 10 Lt,624,,
5/4/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"9,594",,
5/4/2025,3004,PRD-01,101-433,CC PET 500ML 1X 12 SAC25PROMO,"3,003",,
5/4/2025,3004,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"6,721",,
5/4/2025,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"61,061",,
5/4/2025,3002,PRD-02,101-433,CC PET 500ML 1X 12 SAC25PROMO,"60,060",,
5/4/2025,3004,PRD-02,104-322,CC PET 1L 1X 6 SAC25 PROMO,"36,473",,
5/4/2025,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,"15,296",,
5/4/2025,3002,PRD-02,291-430,SPRITE PET500  1X12,"6,677",,
5/4/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"8,299",,
5/4/2025,3006,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"14,066",,
5/4/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"8,346",,
5/4/2025,3005,PRD-04,194-375,FANTA ORANGE PET1LT UPGRADE,"6,552",,
5/4/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"12,402",,
5/4/2025,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"11,583",,
5/4/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,34,,
5/4/2025,3007,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"15,568",,
5/4/2025,3002,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,"4,157",,
5/4/2025,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"56,628",,
5/4/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,130,,
5/5/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"16,770",,
5/5/2025,3004,PRD-01,101-433,CC PET 500ML 1X 12 SAC25PROMO,"17,818",,
5/5/2025,3004,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,104,,
5/5/2025,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"30,745",,
5/5/2025,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"15,912",,
5/5/2025,3003,PRD-01,294-300,SPRITE PET1L 1X6,"6,989",,
5/5/2025,3002,PRD-02,101-433,CC PET 500ML 1X 12 SAC25PROMO,"50,050",,
5/5/2025,3004,PRD-02,104-322,CC PET 1L 1X 6 SAC25 PROMO,"46,149",,
5/5/2025,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,289,,
5/5/2025,3003,PRD-02,290-130,SPRITE RB250,"6,240",,
5/5/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,655,,
5/5/2025,3004,PRD-03,290-130,SPRITE RB250,"2,886",,
5/5/2025,3006,PRD-03,294-130,SPRITE PET 2.25L,"2,413",,
5/5/2025,3003,PRD-03,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"25,883",,
5/5/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"5,382",,
5/5/2025,3005,PRD-04,194-375,FANTA ORANGE PET1LT UPGRADE,111,,
5/5/2025,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"10,153",,
5/5/2025,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"11,700",,
5/5/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,"3,931",,
5/5/2025,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,55,,
5/5/2025,3003,PRD-05,749-500,ROAR ALPHA BREW RB 250ML 1X24,624,,
5/5/2025,3003,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"29,702",,
5/5/2025,3007,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"14,633",,
5/5/2025,3002,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"74,734",,
5/5/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
5/5/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"20,553",,
5/6/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"42,510",,
5/6/2025,3004,PRD-01,101-433,CC PET 500ML 1X 12 SAC25PROMO,"56,443",,
5/6/2025,3011,PRD-01,104-322,CC PET 1L 1X 6 SAC25 PROMO,"79,723",,
5/6/2025,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"55,055",,
5/6/2025,3003,PRD-01,294-300,SPRITE PET1L 1X6,"74,256",,
5/6/2025,3005,PRD-01,749-500,ROAR ALPHA BREW RB 250ML 1X24,39,,
5/6/2025,3006,PRD-01,749-500,ROAR ALPHA BREW RB 250ML 1X24,"4,836",,
5/6/2025,3002,PRD-02,101-433,CC PET 500ML 1X 12 SAC25PROMO,"10,005",,
5/6/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"41,327",,
5/6/2025,3004,PRD-02,104-322,CC PET 1L 1X 6 SAC25 PROMO,"42,320",,
5/6/2025,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,"43,579",,
5/6/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"33,384",,
5/6/2025,3003,PRD-02,290-130,SPRITE RB250,"14,352",,
5/6/2025,3005,PRD-02,298-400,SPRITE  PET 750ML 1X6,"36,652",,
5/6/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"10,712",,
5/6/2025,3005,PRD-03,112-405,CC PET 350ML 1X 12 SAC25PROMO,"42,042",,
5/6/2025,3004,PRD-03,290-130,SPRITE RB250,"10,062",,
5/6/2025,3006,PRD-03,294-130,SPRITE PET 2.25L,"5,824",,
5/6/2025,3003,PRD-03,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"60,947",,
5/6/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"27,589",,
5/6/2025,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"136,994",,
5/6/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,936,,
5/6/2025,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"32,916",,
5/6/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,"52,198",,
5/6/2025,3003,PRD-05,749-500,ROAR ALPHA BREW RB 250ML 1X24,"5,772",,
5/6/2025,3003,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"126,890",,
5/6/2025,3007,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"54,382",,
5/6/2025,3002,PRD-06,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"51,337",,
5/6/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"2,808",,
5/6/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"9,984",,
5/6/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,156,,
5/6/2025,3002,PRD-10,731-631,CC ZERO SGR POM10LT 1X1,386,,
5/6/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"58,838",,
5/7/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"42,198",,
5/7/2025,3004,PRD-01,101-433,CC PET 500ML 1X 12 SAC25PROMO,"31,598",,
5/7/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"49,015",,
5/7/2025,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"3,770",,
5/7/2025,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"49,192",,
5/7/2025,3011,PRD-01,290-527,SPR LEMON PET 2L 1X6,"7,800",,
5/7/2025,3004,PRD-01,291-430,SPRITE PET500  1X12,"4,204",,
5/7/2025,3003,PRD-01,294-300,SPRITE PET1L 1X6,"24,981",,
5/7/2025,3006,PRD-01,749-500,ROAR ALPHA BREW RB 250ML 1X24,"7,606",,
5/7/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"101,530",,
5/7/2025,3004,PRD-02,104-322,CC PET 1L 1X 6 SAC25 PROMO,36,,
5/7/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"92,144",,
5/7/2025,3005,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,"9,867",,
5/7/2025,3003,PRD-02,290-130,SPRITE RB250,"14,196",,
5/7/2025,3011,PRD-02,294-300,SPRITE PET1L 1X6,"68,484",,
5/7/2025,3005,PRD-02,298-400,SPRITE  PET 750ML 1X6,"33,478",,
5/7/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"94,848",,
5/7/2025,3005,PRD-03,112-405,CC PET 350ML 1X 12 SAC25PROMO,"56,056",,
5/7/2025,3004,PRD-03,290-130,SPRITE RB250,"11,790",,
5/7/2025,3006,PRD-03,294-130,SPRITE PET 2.25L,"19,635",,
5/7/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"25,194",,
5/7/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"1,144",,
5/7/2025,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"3,432",,
5/7/2025,3005,PRD-04,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"66,066",,
5/7/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"36,660",,
5/7/2025,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"29,796",,
5/7/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,"58,968",,
5/7/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"4,004",,
5/7/2025,3003,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"97,578",,
5/7/2025,3007,PRD-06,104-322,CC PET 1L 1X 6 SAC25 PROMO,"17,462",,
5/7/2025,3002,PRD-06,110-557,CC PET 2L 1X6,"9,880",,
5/7/2025,3007,PRD-06,294-300,SPRITE PET1L 1X6,"25,116",,
5/7/2025,3002,PRD-06,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"26,914",,
5/7/2025,3002,PRD-07,306-800,SPRITE LEMON-MINT PET500MLX12,"11,411",,
5/7/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"27,300",,
5/7/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"8,237",,
5/7/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,390,,
5/7/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"60,450",,
5/8/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"42,432",,
5/8/2025,3006,PRD-01,100-130,COCA-COLA RB 250 ML,"8,614",,
5/8/2025,3004,PRD-01,101-433,CC PET 500ML 1X 12 SAC25PROMO,120,,
5/8/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"24,856",,
5/8/2025,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"36,270",,
5/8/2025,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"2,928",,
5/8/2025,3011,PRD-01,290-527,SPR LEMON PET 2L 1X6,"56,784",,
5/8/2025,3004,PRD-01,291-430,SPRITE PET500  1X12,"36,036",,
5/8/2025,3004,PRD-01,306-800,SPRITE LEMON-MINT PET500MLX12,"21,221",,
5/8/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"92,950",,
5/8/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"73,008",,
5/8/2025,3011,PRD-02,112-405,CC PET 350ML 1X 12 SAC25PROMO,"3,822",,
5/8/2025,3005,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,"75,361",,
5/8/2025,3003,PRD-02,290-130,SPRITE RB250,"10,686",,
5/8/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"94,536",,
5/8/2025,3005,PRD-03,112-405,CC PET 350ML 1X 12 SAC25PROMO,"18,855",,
5/8/2025,3004,PRD-03,290-130,SPRITE RB250,"11,856",,
5/8/2025,3006,PRD-03,294-130,SPRITE PET 2.25L,"11,565",,
5/8/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"17,784",,
5/8/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"135,707",,
5/8/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"33,462",,
5/8/2025,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"4,696",,
5/8/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,"15,852",,
5/8/2025,3007,PRD-05,290-130,SPRITE RB250,"17,784",,
5/8/2025,3002,PRD-05,308-400,SPRITE LEMON MINT PET1L 1X6,"34,944",,
5/8/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"139,425",,
5/8/2025,3002,PRD-06,110-557,CC PET 2L 1X6,"74,776",,
